"SAMPLE","DateTime","DATE","TIME","Timepoint","CYT","CYTSN","OP","SSC-H_Gain","SSC-A_Gain","V1-A_Gain","V2-A_Gain","V3-A_Gain","V4-A_Gain","V5-A_Gain","V6-A_Gain","V7-A_Gain","V8-A_Gain","V9-A_Gain","V10-A_Gain","V11-A_Gain","V12-A_Gain","V13-A_Gain","V14-A_Gain","V15-A_Gain","V16-A_Gain","FSC-H_Gain","FSC-A_Gain","SSC-B-H_Gain","SSC-B-A_Gain","B1-A_Gain","B2-A_Gain","B3-A_Gain","B4-A_Gain","B5-A_Gain","B6-A_Gain","B7-A_Gain","B8-A_Gain","B9-A_Gain","B10-A_Gain","B11-A_Gain","B12-A_Gain","B13-A_Gain","B14-A_Gain","R1-A_Gain","R2-A_Gain","R3-A_Gain","R4-A_Gain","R5-A_Gain","R6-A_Gain","R7-A_Gain","R8-A_Gain","Violet_LaserDelay","Blue_LaserDelay","Red_LaserDelay","Violet_AreaScalingFactor","Blue_AreaScalingFactor","Red_AreaScalingFactor","SSC-H","SSC-A","V1-A","V2-A","V3-A","V4-A","V5-A","V6-A","V7-A","V8-A","V9-A","V10-A","V11-A","V12-A","V13-A","V14-A","V15-A","V16-A","FSC-H","FSC-A","SSC-B-H","SSC-B-A","B1-A","B2-A","B3-A","B4-A","B5-A","B6-A","B7-A","B8-A","B9-A","B10-A","B11-A","B12-A","B13-A","B14-A","R1-A","R2-A","R3-A","R4-A","R5-A","R6-A","R7-A","R8-A"
"26 After",2022-05-26 10:37:35.43,"2022-05-26","10H 37M 35.43S","After","Aurora","R0026","Flow Core",306,306,464,474,569,356,486,410,548,914,759,551,485,460,475,795,772,545,574,574,134,134,677,392,406,401,332,238,458,402,542,395,307,430,487,511,253,298,369,367,335,330,738,300,-26.8,0,27,1.05,1.23,1.02,2007005.17414906,2013159.95018755,479518.856896781,1132901.76719671,1329507.38557207,1347201.20831866,1271211.74376367,934180.638951957,1023771.94982024,828419.674945786,963053.525523704,1579467.73616405,748043.665693154,383001.582306589,298034.221381857,330649.580747242,309034.736122619,170006.367123315,2017046.26026995,2041853.86470082,1991707.20437207,2011124.32063744,133178.280295679,127827.150042869,234207.293344201,369304.649259831,533438.075160769,651972.331323421,463724.188085479,357767.238654125,303357.649641179,165636.31198085,126706.995363735,136477.394771404,110741.725667137,134209.214070838,419707.544524803,659596.703411086,551421.610685528,415261.223799119,424677.831241333,389381.377964278,395323.409487103,213866.95456456
"26 Before",2022-05-26 10:27:00.12,"2022-05-26","10H 27M 0.12S","Before","Aurora","R0026","Flow Core",305,305,460,473,573,357,484,410,544,924,753,550,487,465,477,789,772,541,566,566,132,132,671,383,400,395,323,234,450,394,538,394,301,423,481,502,249,293,360,356,327,321,690,293,-26.85,0,27,1.04,1.23,1.02,1968212.825,1961238.69101063,466957.534779981,1117807.12777455,1332002.46557559,1326480.40087475,1250498.51012484,918828.798496086,991589.894539126,848886.188069005,1003703.70234897,1635664.35383912,753456.669041645,381043.1579208,292492.599184156,325220.640185531,307694.26818222,170083.116747193,2002146.36215084,2038448.36381809,1972514.42178771,1988705.41576927,131251.773628088,124972.316781775,231546.872664325,370696.6878524,541202.488388402,678482.960817388,460798.948989128,350873.115203655,297374.295502058,163072.126008551,125239.950384785,135976.954253406,111022.33803578,134909.532359322,379029.341613219,608306.015935291,505699.029894495,386102.291916771,406110.832459767,375764.677726423,380300.176295362,210152.57093538
"25 After",2022-05-25 09:30:24.04,"2022-05-25","9H 30M 24.04S","After","Aurora","R0026","Flow Core",305,305,460,473,573,357,484,410,544,924,753,550,487,465,477,789,772,541,566,566,132,132,671,383,400,395,323,234,450,394,538,394,301,423,481,502,249,293,360,356,327,321,690,293,-26.85,0,27,1.04,1.23,1.02,1981213.4794505,1983484.6763297,473552.750555772,1127451.88395049,1342149.64908642,1343960.21288078,1268837.60801476,932718.820605238,1005281.11273717,847015.722082352,972465.276568603,1575695.66127787,759671.479814497,388840.123761925,298692.14658308,329268.878319795,310655.148288794,170575.774710528,2032255.1034287,2065184.64921981,2005566.73172116,2021215.666258,133924.680888409,127431.54356391,236496.843750652,375014.49955419,533026.369071593,667828.331129643,467640.627462694,356607.000125604,304630.530473743,166913.110663315,127431.576818841,138046.935084427,112531.816943151,136161.660282478,417002.830599751,651514.031334746,541570.4955407,409998.672987458,423741.943240163,388877.123401709,399287.418905878,214252.461751563
"25 Before",2022-05-25 09:25:24.1,"2022-05-25","9H 25M 24.1S","Before","Aurora","R0026","Flow Core",313,313,471,485,588,366,496,421,557,948,775,568,497,474,486,805,788,555,566,566,132,132,673,383,400,395,325,235,449,393,535,392,301,422,481,503,245,288,353,350,323,319,671,293,-26.825,0,27.1,1.04,1.23,1.03,2042201.82936851,2051014.48362444,486977.281334903,1143540.44304203,1362621.98202498,1374013.57827768,1303472.50721347,955390.385203262,1034141.17957776,874178.34587472,1021715.14163396,1708390.70949147,773563.772649091,393126.681558989,302862.825239381,336966.935924055,320211.995278379,177865.628882897,2039212.90570934,2069120.11872837,2012832.42301038,2027333.63180018,134009.250345466,127381.113430504,236610.592983479,378943.453598154,553445.925472657,686413.665216974,470335.987904177,357585.395399715,304372.071467531,166819.472174632,127920.711708867,138068.981918078,113201.667109117,137867.288176902,393551.12764387,631822.652800368,523566.021528158,394630.203782384,421189.77269819,391169.08440022,403301.303749933,217693.782537049
"24 After",2022-05-24 09:55:28.35,"2022-05-24","9H 55M 28.35S","After","Aurora","R0026","Flow Core",313,313,471,485,588,366,496,421,557,948,775,568,497,474,486,805,788,555,566,566,132,132,673,383,400,395,325,235,449,393,535,392,301,422,481,503,245,288,353,350,323,319,671,293,-26.85,0,26.975,1.04,1.23,1.03,1999081.92912088,2004878.74841804,476673.175792623,1120547.35494482,1334800.04692032,1344978.89660433,1275019.19150841,934357.035200382,1012346.64104558,844446.563072327,965437.799624298,1605659.38837142,750192.723231234,382172.395442291,295491.259013963,328519.877204426,313710.468178545,175848.049673403,2030924.64166667,2065247.33590459,2005104.78397436,2023402.70494316,133608.299203703,127378.08720622,235320.733559013,372114.47626401,534218.646303073,662904.690202091,464577.966339476,352352.126214453,301673.306817476,165761.780097189,127203.064351519,137645.272036833,113220.433988666,138635.384785294,407596.295942949,637608.488190125,529446.917352924,398934.368074944,421678.355197241,391487.723543924,406869.575926113,220171.636578211
"24 Before",2022-05-24 09:49:40.79,"2022-05-24","9H 49M 40.79S","Before","Aurora","R0026","Flow Core",303,303,454,463,561,350,484,407,543,923,754,555,483,458,473,789,764,538,577,577,135,135,695,394,409,404,334,242,463,410,547,406,310,435,492,514,248,296,366,360,331,327,737,295,-26.825,0,27.1,1.05,1.22,1.02,1913887.38517038,1946535.62629177,458559.900984645,1076215.53088922,1275960.1515828,1298684.8410286,1238936.16128041,899686.91190797,981413.488104335,833611.571484881,973140.368983178,1604025.61856979,731800.19022436,370935.099450238,288640.330660097,323733.549793617,304482.740162755,170127.647598503,2075063.47574757,2070789.59133983,2054324.32171419,2049719.92731676,136246.265703724,128426.660731308,238363.314076396,380752.644586453,552148.078765596,690497.506029256,475241.799090582,364725.870232815,303835.296801916,170940.976418962,129404.504036417,140724.305629003,114467.412680403,140207.227829201,396233.308922958,634805.991547712,528015.096027437,399987.803915393,425991.082543952,398680.899844855,454533.457546418,219628.414619074
"23 After",2022-05-23 12:44:46.43,"2022-05-23","12H 44M 46.43S","After","Aurora","R0026","Flow Core",303,303,454,463,561,350,484,407,543,923,754,555,483,458,473,789,764,538,577,577,135,135,695,394,409,404,334,242,463,410,547,406,310,435,492,514,248,296,366,360,331,327,737,295,-26.825,0,27.1,1.05,1.22,1.02,1994978.01569264,2014626.75262318,475510.174695507,1119806.56067833,1324146.95030785,1348781.89627955,1286886.37587636,932894.608354269,1018612.06781463,855705.804674673,978847.760683671,1609595.96755417,751108.51716204,381913.61596949,297231.023875294,331095.295605632,314016.101758885,174970.388859097,2030711.4021645,2056172.69967194,2006184.59350649,2024152.04711573,134070.058870661,126598.51537404,234274.785984394,370996.890742768,531600.862246817,664726.605742725,464088.668723195,356096.410934122,297512.799692294,167584.178898756,126758.031647137,137704.506711591,112227.919844623,137126.159721514,408759.429148165,636831.84427844,530587.402426533,400022.646141539,420300.49986928,390927.084674055,405264.834067222,217965.420379514
"23 Before",2022-05-23 12:39:32.63,"2022-05-23","12H 39M 32.63S","Before","Aurora","R0026","Flow Core",319,319,485,495,593,376,509,436,573,968,801,600,496,463,488,836,837,606,566,566,133,133,680,389,400,397,336,244,447,388,528,390,308,440,505,540,216,253,318,334,320,326,685,315,-26.85,0,27,1.04,1.22,1.02,2090620.61193448,2095090.85685017,504482.147815464,1188286.91467144,1392968.18505559,1413060.29370848,1345276.63911277,983138.075460082,1070668.37475432,895089.162160541,1054655.72468624,1775893.8776283,770340.537584905,377786.983676121,302816.627968506,348717.145534967,342907.789319733,197856.309778737,1993015.07166537,2049282.44426738,1980890.51394306,2001671.85019764,131878.441598555,125054.554059809,228372.655811545,364406.692742992,548971.681676299,684889.703858861,452267.592624005,338147.643646215,286490.783746688,160092.610829433,126356.552527546,139522.24854151,115955.813127104,145822.846725847,346772.401120219,541708.185161693,451824.067912214,367127.618521836,402478.560284252,387275.121063353,383095.885413941,232988.0887855
"20 After",2022-05-20 11:10:28.32,"2022-05-20","11H 10M 28.32S","After","Aurora","R0026","Flow Core",316,316,475,487,589,368,499,429,568,967,806,593,501,468,487,818,805,567,574,574,134,134,683,394,407,405,345,247,453,402,538,396,308,435,494,519,217,270,333,338,320,321,690,299,-26.825,0,27,1.05,1.22,1.02,1944847.78993314,1963292.31619258,473664.48123741,1112179.6755858,1308394.95057884,1330112.55682154,1249199.74067847,926564.245531203,1007206.42015669,839827.690747029,958279.518475069,1573660.30128898,751480.090481816,374165.70976761,293745.784849972,327046.463394337,309902.275295198,174469.498498239,1998441.45802377,2030608.87533302,1974553.23254086,1985371.80028152,130413.74730411,125072.183674716,229344.092741852,364651.74772662,530493.279462354,651752.29541129,458333.947661089,352458.089960431,294533.119138717,163445.5518321,125075.889665101,135802.142798739,111061.641575459,136810.548755055,395105.29190986,625015.003719083,519895.701837257,396390.669224559,412186.655546304,383256.500994459,396782.520404281,216419.779608124
"20 Before",2022-05-20 11:04:07.41,"2022-05-20","11H 4M 7.41S","Before","Aurora","R0026","Flow Core",315,315,476,493,590,370,502,427,571,969,777,574,506,483,495,819,798,562,579,579,135,135,693,397,415,406,339,243,466,405,554,403,312,436,492,517,252,298,368,364,335,330,734,299,-26.8,0,27.025,1.05,1.22,1.02,1927306.67578125,1945204.46794431,471630.047845007,1120473.33653424,1298655.4615838,1320823.45766863,1258699.4267092,919984.147319324,1015292.30501727,833099.395305366,930232.563719322,1506921.95355373,749110.964754461,385324.655838248,298756.70543787,326638.794444475,306796.635602514,172693.151172958,2017242.46697443,2046203.11051941,1986531.20241477,1992934.99121062,133717.511370441,127375.220766987,236139.670350302,364865.558532457,523170.251926274,637483.205059898,466314.834532983,353303.125098961,306410.026406415,166893.560090567,127353.845242107,136757.156612055,111537.874611854,137389.143286651,456380.449583577,693282.49041017,578252.293932907,426603.597300104,434734.883327459,397255.041387165,432055.014093815,218009.661971149
"19 After",2022-05-19 10:15:44.33,"2022-05-19","10H 15M 44.33S","After","Aurora","R0026","Flow Core",315,315,476,493,590,370,502,427,571,969,777,574,506,483,495,819,798,562,579,579,135,135,693,397,415,406,339,243,466,405,554,403,312,436,492,517,252,298,368,364,335,330,734,299,-26.8,0,27.025,1.05,1.22,1.02,1971159.30065524,1973571.14393925,473578.712920794,1131077.52426572,1310197.22875513,1335224.71200971,1267892.65187351,926315.756293478,1022618.87592208,844371.611162373,961767.870730126,1568094.56204374,742871.179987481,379189.987175243,294864.972307911,325498.982407473,309460.387362342,173640.599079838,2024809.65801411,2060497.41089458,1996164.71866599,2008761.15782062,133268.849663982,126835.043520328,235139.479139174,366236.311105595,536122.044469017,654392.629477281,461246.958667453,348757.69336573,300807.619599544,164167.302308168,126481.820805811,136367.305410219,111286.584795428,136827.075504806,410431.191473556,642305.413480649,533092.453698241,401636.888896823,422286.585819817,391600.446682906,405971.388037119,218824.523477863
"19 Before",2022-05-19 10:10:36.75,"2022-05-19","10H 10M 36.75S","Before","Aurora","R0026","Flow Core",310,310,465,482,573,361,490,417,555,939,771,573,489,467,476,798,787,556,560,560,131,131,658,378,395,387,325,234,435,386,519,381,294,412,473,494,231,277,342,341,315,312,657,289,-26.725,0,26.925,1.05,1.23,1.02,1946541.40767502,1947973.43814208,461549.982450866,1101132.73865882,1291379.76612263,1305087.56804706,1233750.56270347,903867.318300548,992185.862165845,817579.479035678,973192.670949463,1624704.43029868,723278.920135395,366659.448295454,282531.013466384,316942.093751059,305239.955334671,172816.433747426,1965680.19588953,2014920.60807166,1947594.22519268,1975963.66525077,128472.473936892,121180.569519007,226760.216618373,356642.424327778,532778.962320166,661254.238573408,442331.807106652,336000.189799175,283548.914856023,156834.046931889,121661.260872707,131532.91169659,108166.268257691,133690.090013179,362146.984594769,580106.39245014,481078.727694251,368358.275525454,394721.799353717,369599.62953126,366393.965006834,212115.122277304
"18 After",2022-05-18 08:52:59.54,"2022-05-18","8H 52M 59.54S","After","Aurora","R0026","Flow Core",310,310,465,482,573,361,490,417,555,939,771,573,489,467,476,798,787,556,560,560,131,131,658,378,395,387,325,234,435,386,519,381,294,412,473,494,231,277,342,341,315,312,657,289,-26.725,0,26.925,1.05,1.23,1.02,1843225.21708731,1847228.55225682,437646.117924143,1046288.64488687,1225648.18643191,1239819.65095381,1169758.50078937,858461.347361837,942291.38482181,764972.420360641,888206.607859644,1476396.52873319,686503.075255126,351688.228697147,270919.468833021,302780.211064842,288360.566772187,161589.488700542,1930097.81190314,1986796.59088826,1863510.38693724,1880422.88629511,123083.266733317,116051.139483863,217545.569281712,338824.225004348,496500.83675019,615884.782245937,425286.10517374,323076.096276796,274516.509384999,151663.221249595,116860.352628739,126077.141852033,103296.944926919,126681.382751921,372439.827932041,583234.905454799,484489.686682367,367265.265766593,386992.714443403,359125.393420059,367105.309556432,201732.56272479
"18 Before",2022-05-18 08:38:43.83,"2022-05-18","8H 38M 43.83S","Before","Aurora","R0026","Flow Core",311,311,472,484,579,365,498,421,556,958,776,576,498,477,486,806,785,553,571,571,133,133,668,390,405,401,331,238,453,402,543,395,305,425,486,503,249,301,371,372,339,338,824,303,-26.75,0,27,1.06,1.22,1.01,1814117.83603736,1847602.94915739,443993.85021134,1042344.67026085,1221673.97374163,1246535.89108888,1178963.79330093,864636.042328975,935858.362912227,788584.872838851,919936.92712729,1559075.50427095,696386.912878085,354674.714851262,274139.517319573,306149.665444791,289290.542948139,162438.540078276,1979315.65400688,2014686.23689947,1894543.44456735,1887675.9326043,123658.557385173,118860.515833521,220119.085958104,351918.880519591,517951.136292044,633752.659365442,439417.32779382,337252.649600502,284288.385208987,155817.944753217,119220.406131943,128783.523724525,105658.52404221,128433.526804297,368663.773229677,606256.728598022,497271.784596067,387676.513716364,409734.71652714,384993.373413638,486278.741449538,210358.439602205
"17 After",2022-05-17 08:46:07.88,"2022-05-17","8H 46M 7.88S","After","Aurora","R0026","Flow Core",554,554,796,817,977,611,810,700,917,1624,1323,962,811,773,813,1341,1309,962,401,401,117,117,601,342,354,356,296,217,406,357,475,353,270,379,442,468,206,249,309,314,303,304,623,294,-27.025,0,26.9,0.96,1.26,1.12,1824944.97943038,1859240.58662139,449981.741140287,1055247.86856807,1234770.97502238,1257877.85614661,1190499.12962147,879565.650867272,956115.70725142,811849.34938409,923107.840699054,1495596.18631461,708036.240819673,367907.61810509,277998.124549582,302584.757429295,277173.657189202,149380.329627432,1934118.24794304,2013801.05436301,1855875.33971519,1873522.86187502,124199.940929719,118723.307294007,219288.018689949,352696.13711445,499957.001875429,615175.059756823,431686.434557203,334845.104729292,284437.856154524,154536.438050568,115695.304802636,121478.197233418,98233.5783116855,117048.042698973,384879.175849411,627977.612053021,515881.421155206,377586.408372494,383367.088473349,344797.779663418,344588.667999525,182597.865340038
"17 Before",2022-05-17 08:41:02.62,"2022-05-17","8H 41M 2.62S","Before","Aurora","R0026","Flow Core",566,566,831,846,1028,634,839,716,952,1632,1361,1049,868,783,837,1513,1500,1137,425,425,123,123,621,355,362,364,316,234,438,375,495,374,300,435,506,561,206,237,297,318,331,350,835,363,-27.15,0,27.075,0.93,1.25,1.1,1848791.61140584,1798885.72922573,457931.472517462,1073510.67650005,1266682.77213091,1272227.09802536,1210824.51038308,876754.957373177,977878.863880545,793230.36715473,925645.041309639,1605181.04549011,738316.547553302,357499.135792275,280311.811023097,320867.423226444,308060.366258262,173416.288279889,1974998.26248895,2017852.97888993,1892145.32946508,1897353.56206225,122819.143249671,117484.624815147,217215.75061305,345615.614750394,511637.246242311,647927.696861043,450165.818349724,336820.849672613,285766.237767302,158328.495088594,121919.045917039,133686.650739784,109570.553684864,134751.377014667,378328.739114079,577857.131049105,481533.30288819,375943.840912939,413107.48090721,395643.475061968,472716.074014877,226004.378441778
"16 After",2022-05-16 12:12:16.62,"2022-05-16","12H 12M 16.62S","After","Aurora","R0026","Flow Core",566,566,831,846,1028,634,839,716,952,1632,1361,1049,868,783,837,1513,1500,1137,425,425,123,123,621,355,362,364,316,234,438,375,495,374,300,435,506,561,206,237,297,318,331,350,835,363,-27.15,0,27.075,0.93,1.25,1.1,1898610.25436611,1915103.50474972,469533.283151379,1100402.73740568,1292064.66776879,1306684.19577827,1243337.90825653,902318.667381383,1004747.67984801,808420.269383149,925686.512860281,1582963.37175133,743244.250565626,366236.940423147,286811.930092861,322073.894856744,313717.434993978,175080.312190734,1955913.06646184,1979521.36956827,1935454.62702135,1939704.97416096,126112.607930934,120937.04461038,223881.374605838,352741.5661112,509056.972046986,638434.190766174,448864.235623333,340284.901136793,289893.424443588,160399.798639972,122996.286092834,134240.503543322,110916.672822603,135134.675886101,391530.573422158,602562.523758199,503069.158247613,384741.511270147,410070.444543937,384999.067245167,402872.680821356,218142.78059056
"16 Before",2022-05-16 12:03:52.35,"2022-05-16","12H 3M 52.35S","Before","Aurora","R0026","Flow Core",562,562,801,832,1004,622,830,716,937,1669,1353,1000,839,795,838,1394,1353,987,427,427,123,123,632,363,379,379,319,234,428,379,503,374,293,411,477,503,202,247,309,321,318,320,682,308,-26.9,0,26.875,0.95,1.26,1.11,1887902.83939924,1943461.05236501,460663.476293385,1100852.50688831,1288575.69360384,1311185.9113752,1268436.65256637,920139.588684621,1002657.31184229,855923.458149637,951151.650723632,1548309.72979304,725139.774790146,382246.807079238,291546.905603912,309696.871445644,288993.869628648,151262.805257903,1937254.88827082,1982935.83118506,1912757.80626192,1936998.87577759,127600.339809421,123307.198650458,231798.2017968,366709.646260179,516994.371941945,640909.881660596,442165.017260792,345011.516082048,294336.728294841,159905.485910933,119587.919222166,125867.29947346,101989.603383427,119003.566083307,383114.771805058,637298.354655409,528620.814517541,389731.677933729,394605.480405555,350228.515350895,334547.099142417,183790.458558172
"13 After",2022-05-13 14:01:02.2,"2022-05-13","14H 1M 2.2S","After","Aurora","R0026","Flow Core",562,562,801,832,1004,622,830,716,937,1669,1353,1000,839,795,838,1394,1353,987,427,427,123,123,632,363,379,379,319,234,428,379,503,374,293,411,477,503,202,247,309,321,318,320,682,308,-26.9,0,26.875,0.95,1.26,1.11,1889848.61142626,1922640.49670309,456884.172429599,1086509.57858629,1274440.52997124,1290582.22208764,1242406.84248762,901208.838418719,978203.543056981,830633.601262439,942355.801240735,1563518.24434315,721708.771273814,370457.342287026,286424.427524409,318215.297718891,304284.754957471,168186.52250604,1923217.12074554,1958729.39973457,1908360.60960292,1926260.4556816,125203.171559841,120132.07686213,222498.124064223,351453.539401981,509699.166660474,641124.069820819,442262.9981328,337777.118979725,287429.359432486,157363.682478205,121085.124835835,130635.165905074,107136.071681276,130458.899387581,380976.43956077,601636.190524421,499107.976629053,381580.105673012,400728.080436652,370127.275758523,384003.961285332,207310.756084783
"13 Before",2022-05-13 13:54:15.89,"2022-05-13","13H 54M 15.89S","Before","Aurora","R0026","Flow Core",558,558,793,810,1000,618,822,704,940,1606,1318,970,822,776,822,1331,1298,932,407,407,118,118,604,348,363,364,306,222,419,364,491,360,277,386,451,468,209,253,317,318,307,303,600,288,-26.95,0,26.925,0.97,1.26,1.12,1905678.57637763,1981446.54875206,472196.518929011,1097943.36001922,1311970.26114262,1326898.18985768,1253503.24193873,912322.415497192,1007927.35291454,825347.589551734,937736.400248337,1525485.64069073,744274.49718776,375103.364009583,286815.716962475,319434.820015409,302827.772297303,167630.119322822,1855942.9613047,1908404.77937522,1858850.05105348,1879407.40486266,124342.266416157,119155.561379676,218852.265827987,343989.525687184,498118.008596415,605411.607975226,436502.875688462,330307.975068056,283088.535745487,154411.812277976,118167.320844504,125983.147610783,103807.098900478,125783.526638896,408824.495699761,631380.89876006,525149.653482851,387970.003594659,396985.334333201,359286.730480235,351204.075013815,199749.765511781
"12 After",2022-05-12 11:51:44.99,"2022-05-12","11H 51M 44.99S","After","Aurora","R0026","Flow Core",558,558,793,810,1000,618,822,704,940,1606,1318,970,822,776,822,1331,1298,932,407,407,118,118,604,348,363,364,306,222,419,364,491,360,277,386,451,468,209,253,317,318,307,303,600,288,-26.95,0,26.925,0.97,1.26,1.12,1945642.96214789,1981274.01555472,470712.676150705,1102294.89702855,1315968.6811872,1326589.61584205,1252673.80522327,910777.298279964,1004695.95042583,827677.772572554,946942.590986259,1550533.78556113,739043.830318477,369609.08478325,284890.806078563,322529.498611062,306676.636322916,170625.455190154,1976432.02728873,2015204.12704597,1941622.5625,1955805.85106906,128221.364112515,122571.915109172,225725.576565313,357153.811038133,521982.262337604,637714.552234243,451570.76466375,339720.857885527,290511.955464209,158835.551929026,122274.498177708,131565.395629397,108566.314460789,132414.745589328,390712.504309627,609168.649089392,507679.991871142,384211.003783842,406399.114465094,375387.340425773,391126.823738248,210810.286961327
"12 Before",2022-05-12 11:46:06,"2022-05-12","11H 46M 6S","Before","Aurora","R0026","Flow Core",533,533,743,768,937,582,783,669,885,1544,1259,939,790,758,776,1287,1256,897,398,398,115,115,591,338,353,351,297,217,405,354,475,353,270,380,440,459,204,248,311,315,303,299,594,284,-26.9,0,26.975,0.97,1.26,1.12,1848109.8191358,1867887.66450888,438368.090427891,1043814.93038801,1235520.81181407,1248781.65380667,1187154.77915311,883328.442748097,944519.712279419,802016.596412902,896243.38374601,1514903.3888688,709941.331018924,361606.391265454,278009.968243858,308682.65892825,294890.645000066,163539.273101044,1935306.075,1974706.6395544,1897011.06466049,1913790.56182377,124597.060863835,119077.071910315,218936.911612884,346617.963007895,508356.348335645,624992.002278892,437583.975135031,333746.789547692,283481.884666255,155802.767906817,120055.051085965,130580.156900992,106366.17608538,129997.762927501,385376.665992847,604694.564304785,508070.066262494,384140.547721451,406736.090363735,376971.8669873,397747.028813779,210545.483892057
"11 After",2022-05-11 14:02:22.16,"2022-05-11","14H 2M 22.16S","After","Aurora","R0026","Flow Core",533,533,743,768,937,582,783,669,885,1544,1259,939,790,758,776,1287,1256,897,398,398,115,115,591,338,353,351,297,217,405,354,475,353,270,380,440,459,204,248,311,315,303,299,594,284,-26.9,0,26.975,0.97,1.26,1.12,1932605.99472574,1960828.79063373,467907.61351767,1108916.80344136,1314265.72658611,1327260.3421407,1257995.87085205,935245.417543851,997420.027792693,858439.750892084,983463.374438089,1674651.31669949,744851.094122901,378268.790677501,290868.117447072,325515.23290784,311672.714120548,174178.123918949,1987634.07489451,2022752.3841187,1953498.15049226,1971149.79513999,130553.047786862,124543.08428275,229206.700344597,365937.148058057,546848.531645093,671793.384784814,453583.999867002,346088.554384399,291712.245393106,160770.742588185,124500.380527562,135285.997845798,110700.486915939,135917.315752963,354179.119498768,576951.347024055,483003.396674823,369039.129960089,400847.10986871,375857.967989044,389108.588767201,212874.177800061
"11 Before",2022-05-11 13:52:38.49,"2022-05-11","13H 52M 38.49S","Before","Aurora","R0026","Flow Core",531,531,743,773,933,575,772,661,889,1553,1247,903,785,748,794,1274,1243,887,399,399,115,115,582,336,353,351,294,215,405,359,483,354,271,379,439,456,221,268,331,331,314,309,638,289,-26.8,0,26.95,0.96,1.26,1.11,1951906.13896004,1939408.17220357,464615.401144917,1102363.96875935,1308439.7946957,1301364.08529263,1252021.94869103,914326.321607609,992569.897726951,841963.164126565,939335.872223804,1552528.82370628,745609.523309809,372668.522597424,294057.229985394,318016.530950527,304055.994567047,169474.057712552,2021271.28765369,2054700.25857744,1976679.5517418,1991774.40350049,129211.190903167,123674.312783252,230780.30881891,365471.876798582,528305.379608973,649086.021135128,461303.856289946,355589.391597244,303087.605194075,163932.769693197,126166.152170802,135623.226101579,111021.395450942,135430.822739778,434403.530108312,664850.008280725,551439.103492611,415256.429957371,430845.757575736,396815.063123828,433466.563366721,218203.439364852
"10 After",2022-05-10 12:36:04.2,"2022-05-10","12H 36M 4.2S","After","Aurora","R0026","Flow Core",531,531,743,773,933,575,772,661,889,1553,1247,903,785,748,794,1274,1243,887,399,399,115,115,582,336,353,351,294,215,405,359,483,354,271,379,439,456,221,268,331,331,314,309,638,289,-26.825,0,26.975,0.96,1.26,1.11,1936248.8706964,1950652.54605783,464797.887019304,1105070.55605995,1309577.53703233,1304674.46938232,1256735.36891831,916857.306937688,993101.426504321,843702.095000652,949347.286593751,1571906.98494384,737229.280597137,367700.507201535,290584.755263771,316481.099777674,302850.079447335,170058.153547853,1978630.55242567,2009963.59766924,1945818.63830203,1956689.85979514,127605.945472473,122110.852762149,227171.2080678,359506.429531382,523737.969986678,644031.512985661,448437.252477521,345593.121399352,293829.48508927,159084.997456344,123225.342725948,132598.954143381,109241.928354111,133187.278408297,397789.378519232,619572.6273524,511064.422383063,389230.13554139,409093.964800838,379335.144780409,394198.354300433,211833.398481807
"10 Before",2022-05-10 12:29:19.9,"2022-05-10","12H 29M 19.9S","Before","Aurora","R0026","Flow Core",535,535,759,789,953,588,790,676,907,1586,1260,908,800,764,810,1300,1262,900,398,398,116,116,581,336,353,350,291,212,405,360,487,356,271,379,439,456,230,277,341,341,322,316,675,293,-26.8,0,26.95,0.96,1.26,1.11,1940767.06213873,1956052.28701297,474933.696559772,1126013.51809729,1338494.11141864,1345041.72669739,1280018.7178463,932471.755987827,1015485.64892207,848255.223818589,965736.25701294,1603216.65577756,737615.237209657,375386.631749962,296044.784704162,327583.958907826,308863.495304096,176090.940561316,1983972.75072254,2014489.14459264,1963417.87391618,1975609.57329424,128774.06986786,123287.32346303,228255.952711105,358474.376617144,527025.885218738,643866.870829573,449452.134000322,347065.416219282,294134.287272923,161911.568325348,124176.415361372,133800.604372685,110414.771914285,135252.570902845,395789.212631811,628184.497949653,519389.661974007,393629.399728538,417424.540638082,387016.034328785,418440.24099598,215653.833990496
"09 After",2022-05-09 13:14:33.04,"2022-05-09","13H 14M 33.04S","After","Aurora","R0026","Flow Core",535,535,759,789,953,588,790,676,907,1586,1260,908,800,764,810,1300,1262,900,398,398,116,116,581,336,353,350,291,212,405,360,487,356,271,379,439,456,230,277,341,341,322,316,675,293,-26.8,0,26.95,0.96,1.26,1.11,1977231.54308844,2011455.01968171,481457.927436381,1149671.70546116,1362822.02294678,1370030.85570783,1301951.17725876,948465.025458561,1034238.61765056,857535.70862871,973002.975380817,1617310.48381233,751120.200932695,382205.664203345,301558.97985536,332466.930655888,314562.027422235,177817.676389984,2042862.0854805,2073768.06857393,2014681.12517409,2027723.56778183,132127.216081493,126406.278066803,234446.659110654,367435.694754172,538827.447988486,658213.510071182,462518.970166952,355594.599810807,301389.380892286,165696.994201091,127078.072709937,136958.171662807,112844.087623186,137751.530280507,407803.572072582,639788.313368492,532492.008356442,401369.116246929,424207.771499594,391886.690438019,406044.470711945,218891.851988862
